INJ_OBD;INJ_HW;IGN;IAC;RPM;MAP;ECT;TPS;SPD;O2SENS;AVG SPD;LPK_OBD;LPH_OBD;LPH_INJ;TOTAL_OBD;TOTAL_INJ;AVG_OBD;AVG_INJ;CURR_OBD;CURR_INJ;CURR_RUN;RUN_TOTAL;INJ_CLOSED;CLOSED_DUR;SAVED_FUEL
2.13;1.94;22.17;51.37;1925.00;3.00;86.33;0.00;100.00;0.00;78.55;2.95;2.95;2.69;24.28;24.71;11.13;11.43;1.55;1.59;13.90;187.73;355212;3065015.75;12.26
2.13;1.94;22.17;51.37;1925.00;3.00;86.33;0.00;100.00;0.00;78.55;2.95;2.95;2.69;24.28;24.71;11.13;11.43;1.55;1.59;13.90;187.73;355212;3065015.75;12.26
2.13;1.94;22.17;51.76;1925.00;3.00;84.22;0.00;100.00;0.00;78.56;2.95;2.95;2.69;24.28;24.71;11.10;11.40;1.55;1.59;13.94;187.77;355212;3065015.75;12.26
2.13;1.94;22.17;51.76;1925.00;3.00;84.22;0.00;100.00;0.00;78.56;2.95;2.95;2.69;24.28;24.71;11.10;11.40;1.55;1.59;13.94;187.77;355212;3065015.75;12.26
2.13;1.94;22.17;51.76;1925.00;3.00;84.22;0.00;100.00;0.00;78.56;2.95;2.95;2.69;24.28;24.71;11.10;11.40;1.55;1.59;13.94;187.77;355212;3065015.75;12.26
2.13;1.94;22.17;51.76;1925.00;3.00;84.22;0.00;100.00;0.00;78.56;2.95;2.95;2.69;24.28;24.71;11.10;11.40;1.55;1.59;13.94;187.77;355212;3065015.75;12.26
2.13;1.94;22.17;51.76;1925.00;3.00;84.22;0.00;100.00;0.00;78.56;2.95;2.95;2.69;24.28;24.71;11.10;11.40;1.55;1.59;13.94;187.77;355212;3065015.75;12.26
2.13;1.94;22.17;51.76;1925.00;3.00;84.22;0.00;100.00;0.00;78.56;2.95;2.95;2.69;24.28;24.71;11.10;11.40;1.55;1.59;13.94;187.77;355212;3065015.75;12.26
2.13;1.94;22.17;51.76;1925.00;3.00;84.22;0.00;100.00;0.00;78.56;2.95;2.95;2.69;24.28;24.71;11.10;11.40;1.55;1.59;13.94;187.77;355212;3065015.75;12.26
2.13;1.94;22.17;51.76;1925.00;3.00;84.22;0.00;100.00;0.00;78.56;2.95;2.95;2.69;24.28;24.71;11.10;11.40;1.55;1.59;13.94;187.77;355212;3065015.75;12.26
2.13;1.94;22.17;51.76;1925.00;3.00;84.22;0.00;100.00;0.00;78.56;2.95;2.95;2.69;24.28;24.71;11.10;11.40;1.55;1.59;13.94;187.77;355212;3065015.75;12.26
2.13;1.94;22.17;51.76;1925.00;3.00;84.22;0.00;100.00;0.00;78.56;2.95;2.95;2.69;24.28;24.71;11.08;11.37;1.55;1.59;13.97;187.80;355212;3065015.75;12.26
2.13;1.94;22.17;51.76;1925.00;3.00;84.22;0.00;100.00;0.00;78.56;2.95;2.95;2.69;24.28;24.71;11.08;11.37;1.55;1.59;13.97;187.80;355212;3065015.75;12.26
2.13;1.94;22.17;51.76;1925.00;3.00;84.22;0.00;100.00;0.00;78.56;2.95;2.95;2.69;24.28;24.71;11.08;11.37;1.55;1.59;13.97;187.80;355212;3065015.75;12.26
2.13;1.94;22.17;51.76;1925.00;3.00;84.22;0.00;100.00;0.00;78.56;2.95;2.95;2.69;24.28;24.71;11.08;11.37;1.55;1.59;13.97;187.80;355212;3065015.75;12.26
2.13;1.94;22.17;51.76;1925.00;3.00;84.22;0.00;100.00;0.00;78.56;2.95;2.95;2.69;24.28;24.71;11.08;11.37;1.55;1.59;13.97;187.80;355212;3065015.75;12.26
2.13;1.94;22.17;51.76;1925.00;3.00;84.22;0.00;100.00;0.00;78.56;2.95;2.95;2.69;24.28;24.71;11.08;11.37;1.55;1.59;13.97;187.80;355212;3065015.75;12.26
2.13;1.94;22.17;52.16;1925.00;3.00;84.22;0.00;100.00;0.00;78.56;2.95;2.95;2.69;24.28;24.71;11.06;11.34;1.55;1.59;14.01;187.84;355212;3065015.75;12.26
2.13;1.94;22.17;52.16;1925.00;3.00;84.22;0.00;100.00;0.00;78.56;2.95;2.95;2.69;24.28;24.71;11.06;11.34;1.55;1.59;14.01;187.84;355212;3065015.75;12.26
2.13;1.94;22.17;52.16;1925.00;3.00;84.22;0.00;100.00;0.00;78.56;2.95;2.95;2.69;24.28;24.71;11.06;11.34;1.55;1.59;14.01;187.84;355212;3065015.75;12.26
2.13;1.94;22.17;52.16;1925.00;3.00;84.22;0.00;100.00;0.00;78.56;2.95;2.95;2.69;24.28;24.71;11.06;11.34;1.55;1.59;14.01;187.84;355212;3065015.75;12.26
2.13;1.94;22.17;52.16;1925.00;3.00;84.22;0.00;100.00;0.00;78.56;2.95;2.95;2.69;24.28;24.71;11.06;11.34;1.55;1.59;14.01;187.84;355212;3065015.75;12.26
2.13;1.94;22.17;52.16;1925.00;3.00;84.22;0.00;100.00;0.00;78.56;2.95;2.95;2.69;24.28;24.71;11.06;11.34;1.55;1.59;14.01;187.84;355212;3065015.75;12.26
2.13;1.94;22.17;52.16;1925.00;3.00;84.22;0.00;100.00;0.00;78.57;2.95;2.95;2.69;24.28;24.71;11.04;11.31;1.55;1.59;14.05;187.88;355212;3065015.75;12.26
2.13;1.94;22.17;52.16;1925.00;3.00;84.22;0.00;100.00;0.00;78.57;2.95;2.95;2.69;24.28;24.71;11.04;11.31;1.55;1.59;14.05;187.88;355212;3065015.75;12.26
2.13;1.94;22.17;52.16;1925.00;3.00;84.22;0.00;100.00;0.00;78.57;2.95;2.95;2.69;24.28;24.71;11.04;11.31;1.55;1.59;14.05;187.88;355212;3065015.75;12.26
2.13;1.94;22.17;52.16;1925.00;3.00;84.22;0.00;100.00;0.00;78.57;2.95;2.95;2.69;24.28;24.71;11.04;11.31;1.55;1.59;14.05;187.88;355212;3065015.75;12.26
2.13;1.94;22.17;52.16;1925.00;3.00;84.22;0.00;100.00;0.00;78.57;2.95;2.95;2.69;24.28;24.71;11.04;11.31;1.55;1.59;14.05;187.88;355212;3065015.75;12.26
2.13;1.94;22.17;52.16;1925.00;3.00;84.22;0.00;100.00;0.00;78.57;2.95;2.95;2.69;24.28;24.71;11.04;11.31;1.55;1.59;14.05;187.88;355212;3065015.75;12.26
2.13;1.94;22.17;52.16;1925.00;3.00;84.22;0.00;100.00;0.00;78.57;2.95;2.95;2.69;24.28;24.71;11.04;11.31;1.55;1.59;14.05;187.88;355212;3065015.75;12.26
2.13;1.94;22.17;52.16;1925.00;3.00;84.22;0.00;100.00;0.00;78.57;2.95;2.95;2.69;24.28;24.71;11.04;11.31;1.55;1.59;14.05;187.88;355212;3065015.75;12.26
2.13;1.94;22.17;52.16;1925.00;3.00;84.22;0.00;100.00;0.00;78.57;2.95;2.95;2.69;24.28;24.71;11.04;11.31;1.55;1.59;14.05;187.88;355212;3065015.75;12.26
2.13;1.94;22.17;52.16;1925.00;3.00;84.22;0.00;100.00;0.00;78.57;2.95;2.95;2.69;24.28;24.71;11.02;11.28;1.55;1.59;14.09;187.92;355212;3065015.75;12.26
2.13;1.94;22.17;52.16;1925.00;3.00;84.22;0.00;100.00;0.00;78.57;2.95;2.95;2.69;24.28;24.71;11.02;11.28;1.55;1.59;14.09;187.92;355212;3065015.75;12.26
2.13;1.94;22.17;52.16;1925.00;3.00;84.22;0.00;100.00;0.00;78.57;2.95;2.95;2.69;24.28;24.71;11.02;11.28;1.55;1.59;14.09;187.92;355212;3065015.75;12.26
2.13;1.94;22.17;52.16;1925.00;3.00;84.22;0.00;100.00;0.00;78.57;2.95;2.95;2.69;24.28;24.71;11.02;11.28;1.55;1.59;14.09;187.92;355212;3065015.75;12.26
2.13;1.94;22.17;52.16;1925.00;3.00;84.22;0.00;100.00;0.00;78.57;2.95;2.95;2.69;24.28;24.71;11.02;11.28;1.55;1.59;14.09;187.92;355212;3065015.75;12.26
2.13;1.94;22.17;52.16;1925.00;3.00;84.22;0.00;100.00;0.00;78.57;2.95;2.95;2.69;24.28;24.71;11.02;11.28;1.55;1.59;14.09;187.92;355212;3065015.75;12.26
2.13;1.94;22.17;51.76;1925.00;3.00;84.22;0.00;100.00;0.00;78.57;2.95;2.95;2.69;24.28;24.71;11.00;11.25;1.55;1.59;14.12;187.95;355212;3065015.75;12.26
2.13;1.94;22.17;51.76;1925.00;3.00;84.22;0.00;100.00;0.00;78.57;2.95;2.95;2.69;24.28;24.71;11.00;11.25;1.55;1.59;14.12;187.95;355212;3065015.75;12.26
2.13;1.94;22.17;51.76;1925.00;3.00;84.22;0.00;100.00;0.00;78.57;2.95;2.95;2.69;24.28;24.71;11.00;11.25;1.55;1.59;14.12;187.95;355212;3065015.75;12.26
2.13;1.94;22.17;51.76;1925.00;3.00;84.22;0.00;100.00;0.00;78.57;2.95;2.95;2.69;24.28;24.71;11.00;11.25;1.55;1.59;14.12;187.95;355212;3065015.75;12.26
2.13;1.94;22.17;51.76;1925.00;3.00;84.22;0.00;100.00;0.00;78.57;2.95;2.95;2.69;24.28;24.71;11.00;11.25;1.55;1.59;14.12;187.95;355212;3065015.75;12.26
2.13;1.94;22.17;51.76;1925.00;3.00;84.22;0.00;100.00;0.00;78.57;2.95;2.95;2.69;24.28;24.71;11.00;11.25;1.55;1.59;14.12;187.95;355212;3065015.75;12.26
2.13;1.94;20.76;46.67;1675.00;3.00;84.22;0.00;96.00;0.00;78.57;2.67;2.56;2.34;24.29;24.71;10.98;11.23;1.55;1.59;14.16;187.99;355212;3065015.75;12.26
2.13;1.94;20.76;46.67;1675.00;3.00;84.22;0.00;96.00;0.00;78.57;2.67;2.56;2.34;24.29;24.71;10.98;11.23;1.55;1.59;14.16;187.99;355212;3065015.75;12.26
2.13;1.94;20.76;46.67;1675.00;3.00;84.22;0.00;96.00;0.00;78.57;2.67;2.56;2.34;24.29;24.71;10.98;11.23;1.55;1.59;14.16;187.99;355212;3065015.75;12.26
2.13;1.94;20.76;46.67;1675.00;3.00;84.22;0.00;96.00;0.00;78.57;2.67;2.56;2.34;24.29;24.71;10.98;11.23;1.55;1.59;14.16;187.99;355212;3065015.75;12.26
2.13;1.94;20.76;46.67;1675.00;3.00;84.22;0.00;96.00;0.00;78.57;2.67;2.56;2.34;24.29;24.71;10.98;11.23;1.55;1.59;14.16;187.99;355212;3065015.75;12.26
2.13;1.94;20.76;46.67;1675.00;3.00;84.22;0.00;96.00;0.00;78.57;2.67;2.56;2.34;24.29;24.71;10.98;11.23;1.55;1.59;14.16;187.99;355212;3065015.75;12.26
2.13;2.42;20.76;46.67;1675.00;3.00;84.22;0.00;96.00;0.00;78.57;2.67;2.56;2.91;24.29;24.71;10.98;11.23;1.55;1.59;14.16;187.99;30828108;3065015.75;12.26
2.13;2.42;20.76;46.67;1675.00;3.00;84.22;0.00;96.00;0.00;78.57;2.67;2.56;2.91;24.29;24.71;10.98;11.23;1.55;1.59;14.16;187.99;30828108;3065015.75;12.26
2.13;2.42;20.76;46.67;1675.00;3.00;84.22;0.00;96.00;0.00;78.57;2.67;2.56;2.91;24.29;24.71;10.98;11.23;1.55;1.59;14.16;187.99;30828108;3065015.75;12.26
2.25;2.22;18.41;41.96;1400.00;2.00;84.22;0.00;86.00;0.00;78.58;2.64;2.27;2.23;24.29;24.71;10.96;11.20;1.55;1.59;14.19;188.02;30828108;3249984.50;13.00
2.25;2.20;18.41;41.96;1400.00;2.00;84.22;0.00;86.00;0.00;78.58;2.64;2.27;2.22;24.29;24.71;10.96;11.20;1.55;1.59;14.19;188.02;30828108;3249984.50;13.00
2.25;2.20;18.41;41.96;1400.00;2.00;84.22;0.00;86.00;0.00;78.58;2.64;2.27;2.22;24.29;24.71;10.96;11.20;1.55;1.59;14.19;188.02;30828108;3249984.50;13.00
2.25;2.18;18.41;41.96;1400.00;2.00;84.22;0.00;86.00;0.00;78.58;2.64;2.27;2.20;24.29;24.71;10.96;11.20;1.55;1.59;14.19;188.02;30828108;3249984.50;13.00
2.25;2.18;18.41;41.96;1400.00;2.00;84.22;0.00;86.00;0.00;78.58;2.64;2.27;2.19;24.29;24.71;10.96;11.20;1.55;1.59;14.19;188.02;30828108;3249984.50;13.00
2.25;2.18;18.41;41.96;1400.00;2.00;84.22;0.00;86.00;0.00;78.58;2.64;2.27;2.19;24.29;24.71;10.96;11.20;1.55;1.59;14.19;188.02;30828108;3249984.50;13.00
2.13;2.17;17.94;36.08;1400.00;2.00;84.22;0.00;79.00;2.50;78.58;2.71;2.14;2.19;24.29;24.71;10.94;11.18;1.56;1.59;14.22;188.05;30828108;3249984.50;13.00
2.13;2.17;17.94;36.08;1400.00;2.00;84.22;0.00;79.00;2.50;78.58;2.71;2.14;2.19;24.29;24.71;10.94;11.18;1.56;1.59;14.22;188.05;30828108;3249984.50;13.00
2.13;2.17;17.94;36.08;1400.00;2.00;84.22;0.00;79.00;2.50;78.58;2.71;2.14;2.19;24.29;24.71;10.94;11.18;1.56;1.59;14.22;188.05;30828108;3249984.50;13.00
2.13;2.18;17.94;36.08;1400.00;2.00;84.22;0.00;79.00;2.50;78.58;2.71;2.14;2.20;24.29;24.71;10.94;11.18;1.56;1.59;14.22;188.05;30828108;3249984.50;13.00
2.13;2.18;17.94;36.08;1400.00;2.00;84.22;0.00;79.00;2.50;78.58;2.71;2.14;2.20;24.29;24.71;10.94;11.18;1.56;1.59;14.22;188.05;30828108;3249984.50;13.00
2.13;2.17;17.94;36.08;1400.00;2.00;84.22;0.00;79.00;2.50;78.58;2.71;2.14;2.19;24.29;24.71;10.94;11.18;1.56;1.59;14.22;188.05;30828108;3249984.50;13.00
2.00;2.17;18.41;36.08;1425.00;2.00;84.22;0.00;78.00;2.50;78.58;2.63;2.05;2.23;24.29;24.71;10.92;11.16;1.56;1.59;14.25;188.08;30828108;3249984.50;13.00
2.00;2.17;18.41;36.08;1425.00;2.00;84.22;0.00;78.00;2.50;78.58;2.63;2.05;2.23;24.29;24.71;10.92;11.16;1.56;1.59;14.25;188.08;30828108;3249984.50;13.00
2.00;2.15;18.41;36.08;1425.00;2.00;84.22;0.00;78.00;2.50;78.58;2.63;2.05;2.21;24.29;24.71;10.92;11.16;1.56;1.59;14.25;188.08;30828108;3249984.50;13.00
2.00;2.17;18.41;36.08;1425.00;2.00;84.22;0.00;78.00;2.50;78.58;2.63;2.05;2.23;24.29;24.71;10.92;11.16;1.56;1.59;14.25;188.08;30828108;3249984.50;13.00
2.00;2.18;18.41;36.08;1425.00;2.00;84.22;0.00;78.00;2.50;78.58;2.63;2.05;2.23;24.29;24.71;10.92;11.16;1.56;1.59;14.25;188.08;30828108;3249984.50;13.00
2.00;2.18;18.41;36.08;1425.00;2.00;84.22;0.00;78.00;2.50;78.58;2.63;2.05;2.23;24.29;24.71;10.92;11.16;1.56;1.59;14.25;188.08;30828108;3249984.50;13.00
2.00;2.16;18.41;36.08;1425.00;2.00;84.22;0.00;78.00;2.50;78.58;2.63;2.05;2.22;24.29;24.71;10.92;11.16;1.56;1.59;14.25;188.08;30828108;3249984.50;13.00
2.00;2.16;18.41;36.08;1425.00;2.00;84.22;0.00;78.00;2.50;78.58;2.63;2.05;2.22;24.29;24.71;10.92;11.16;1.56;1.59;14.25;188.08;30828108;3249984.50;13.00
2.00;2.16;18.41;36.08;1425.00;2.00;84.22;0.00;78.00;2.50;78.58;2.63;2.05;2.22;24.29;24.71;10.92;11.16;1.56;1.59;14.25;188.08;30828108;3249984.50;13.00
2.00;2.18;18.41;36.08;1450.00;2.00;84.22;0.00;79.00;2.50;78.58;2.64;2.09;2.28;24.29;24.71;10.91;11.15;1.56;1.59;14.28;188.11;30828108;3249984.50;13.00
2.00;2.18;18.41;36.08;1450.00;2.00;84.22;0.00;79.00;2.50;78.58;2.64;2.09;2.28;24.29;24.71;10.91;11.15;1.56;1.59;14.28;188.11;30828108;3249984.50;13.00
2.00;2.18;18.41;36.08;1450.00;2.00;84.22;0.00;79.00;2.50;78.58;2.64;2.09;2.28;24.29;24.71;10.91;11.15;1.56;1.59;14.28;188.11;30828108;3249984.50;13.00
2.00;2.18;18.41;36.08;1450.00;2.00;84.22;0.00;79.00;2.50;78.58;2.64;2.09;2.28;24.29;24.71;10.91;11.15;1.56;1.59;14.28;188.11;30828108;3249984.50;13.00
2.00;2.18;18.41;36.08;1450.00;2.00;84.22;0.00;79.00;2.50;78.58;2.64;2.09;2.28;24.29;24.71;10.91;11.15;1.56;1.59;14.28;188.11;30828108;3249984.50;13.00
2.00;2.18;18.41;36.08;1450.00;2.00;84.22;0.00;79.00;2.50;78.58;2.64;2.09;2.28;24.29;24.71;10.91;11.15;1.56;1.59;14.28;188.11;30828108;3249984.50;13.00
2.00;2.14;18.88;36.08;1500.00;2.00;84.22;0.00;79.00;2.50;78.58;2.73;2.16;2.31;24.29;24.71;10.89;11.13;1.56;1.59;14.31;188.14;30828108;3249984.50;13.00
2.00;2.14;18.88;36.08;1500.00;2.00;84.22;0.00;79.00;2.50;78.58;2.73;2.16;2.31;24.29;24.71;10.89;11.13;1.56;1.59;14.31;188.14;30828108;3249984.50;13.00
2.00;2.14;18.88;36.08;1500.00;2.00;84.22;0.00;79.00;2.50;78.58;2.73;2.16;2.31;24.29;24.71;10.89;11.13;1.56;1.59;14.31;188.14;30828108;3249984.50;13.00
2.00;2.13;18.88;36.08;1500.00;2.00;84.22;0.00;79.00;2.50;78.58;2.73;2.16;2.30;24.29;24.71;10.89;11.13;1.56;1.59;14.31;188.14;30828108;3249984.50;13.00
2.00;2.13;18.88;36.08;1500.00;2.00;84.22;0.00;79.00;2.50;78.58;2.73;2.16;2.30;24.29;24.71;10.89;11.13;1.56;1.59;14.31;188.14;30828108;3249984.50;13.00
2.00;2.13;18.88;36.08;1500.00;2.00;84.22;0.00;79.00;2.50;78.58;2.73;2.16;2.30;24.29;24.71;10.89;11.13;1.56;1.59;14.31;188.14;30828108;3249984.50;13.00
2.00;2.14;18.88;36.08;1500.00;2.00;84.22;0.00;79.00;2.50;78.58;2.73;2.16;2.31;24.29;24.71;10.87;11.11;1.56;1.59;14.34;188.17;30828108;3249984.50;13.00
2.00;2.14;18.88;36.08;1500.00;2.00;84.22;0.00;79.00;2.50;78.58;2.73;2.16;2.31;24.29;24.71;10.87;11.11;1.56;1.59;14.34;188.17;30828108;3249984.50;13.00
2.00;2.17;18.88;36.08;1500.00;2.00;84.22;0.00;79.00;2.50;78.58;2.73;2.16;2.34;24.29;24.71;10.87;11.11;1.56;1.59;14.34;188.17;30828108;3249984.50;13.00
2.00;2.16;18.88;36.08;1500.00;2.00;84.22;0.00;79.00;2.50;78.58;2.73;2.16;2.33;24.29;24.71;10.87;11.11;1.56;1.59;14.34;188.17;30828108;3249984.50;13.00
2.00;2.16;18.88;36.08;1500.00;2.00;84.22;0.00;79.00;2.50;78.58;2.73;2.16;2.33;24.29;24.71;10.87;11.11;1.56;1.59;14.34;188.17;30828108;3249984.50;13.00
2.00;2.16;18.88;36.08;1500.00;2.00;84.22;0.00;79.00;2.50;78.58;2.73;2.16;2.34;24.29;24.71;10.87;11.11;1.56;1.59;14.34;188.17;30828108;3249984.50;13.00
2.00;2.20;18.88;36.08;1500.00;2.00;84.22;0.00;79.00;2.50;78.58;2.73;2.16;2.37;24.29;24.71;10.87;11.11;1.56;1.59;14.34;188.17;30828108;3249984.50;13.00
2.00;2.20;18.88;36.08;1500.00;2.00;84.22;0.00;79.00;2.50;78.58;2.73;2.16;2.37;24.29;24.71;10.87;11.11;1.56;1.59;14.34;188.17;30828108;3249984.50;13.00
2.00;2.20;18.88;36.08;1500.00;2.00;84.22;0.00;79.00;2.50;78.58;2.73;2.16;2.37;24.29;24.71;10.87;11.11;1.56;1.59;14.34;188.17;30828108;3249984.50;13.00
2.00;2.23;18.88;36.08;1425.00;2.00;84.22;0.00;79.00;2.50;78.58;2.60;2.05;2.29;24.29;24.71;10.86;11.10;1.56;1.59;14.37;188.20;30828108;3249984.50;13.00
2.00;2.23;18.88;36.08;1425.00;2.00;84.22;0.00;79.00;2.50;78.58;2.60;2.05;2.29;24.29;24.71;10.86;11.10;1.56;1.59;14.37;188.20;30828108;3249984.50;13.00
2.00;2.23;18.88;36.08;1425.00;2.00;84.22;0.00;79.00;2.50;78.58;2.60;2.05;2.29;24.29;24.71;10.86;11.10;1.56;1.59;14.37;188.20;30828108;3249984.50;13.00
2.00;2.27;18.88;36.08;1425.00;2.00;84.22;0.00;79.00;2.50;78.58;2.60;2.05;2.33;24.29;24.71;10.86;11.10;1.56;1.59;14.37;188.20;30828108;3249984.50;13.00
2.00;2.27;18.88;36.08;1425.00;2.00;84.22;0.00;79.00;2.50;78.58;2.60;2.05;2.33;24.29;24.71;10.86;11.10;1.56;1.59;14.37;188.20;30828108;3249984.50;13.00
2.00;2.27;18.88;36.08;1425.00;2.00;84.22;0.00;79.00;2.50;78.58;2.60;2.05;2.33;24.29;24.71;10.86;11.10;1.56;1.59;14.37;188.20;30828108;3249984.50;13.00
2.13;2.35;17.47;36.08;1300.00;2.00;84.22;0.00;74.00;2.50;78.58;2.69;1.99;2.20;24.29;24.71;10.84;11.08;1.56;1.60;14.39;188.22;30828108;3249984.50;13.00
2.13;2.35;17.47;36.08;1300.00;2.00;84.22;0.00;74.00;2.50;78.58;2.69;1.99;2.20;24.29;24.71;10.84;11.08;1.56;1.60;14.39;188.22;30828108;3249984.50;13.00
2.13;2.35;17.47;36.08;1300.00;2.00;84.22;0.00;74.00;2.50;78.58;2.69;1.99;2.20;24.29;24.71;10.84;11.08;1.56;1.60;14.39;188.22;30828108;3249984.50;13.00
2.13;2.38;17.47;36.08;1300.00;2.00;84.22;0.00;74.00;2.50;78.58;2.69;1.99;2.23;24.29;24.71;10.84;11.08;1.56;1.60;14.39;188.22;30828108;3249984.50;13.00
2.13;2.38;17.47;36.08;1300.00;2.00;84.22;0.00;74.00;2.50;78.58;2.69;1.99;2.23;24.29;24.71;10.84;11.08;1.56;1.60;14.39;188.22;30828108;3249984.50;13.00
2.13;2.38;17.47;36.08;1300.00;2.00;84.22;0.00;74.00;2.50;78.58;2.69;1.99;2.23;24.29;24.71;10.84;11.08;1.56;1.60;14.39;188.22;30828108;3249984.50;13.00
2.13;2.38;17.00;36.08;1225.00;2.00;84.22;0.00;70.00;2.50;78.57;2.68;1.87;2.10;24.29;24.71;10.83;11.07;1.56;1.60;14.42;188.25;30828108;3249984.50;13.00
2.13;2.38;17.00;36.08;1225.00;2.00;84.22;0.00;70.00;2.50;78.57;2.68;1.87;2.10;24.29;24.71;10.83;11.07;1.56;1.60;14.42;188.25;30828108;3249984.50;13.00
2.13;2.38;17.00;36.08;1225.00;2.00;84.22;0.00;70.00;2.50;78.57;2.68;1.87;2.10;24.29;24.71;10.83;11.07;1.56;1.60;14.42;188.25;30828108;3249984.50;13.00
2.13;2.40;17.00;36.08;1225.00;2.00;84.22;0.00;70.00;2.50;78.57;2.68;1.87;2.11;24.29;24.71;10.83;11.07;1.56;1.60;14.42;188.25;30828108;3249984.50;13.00
2.13;2.40;17.00;36.08;1225.00;2.00;84.22;0.00;70.00;2.50;78.57;2.68;1.87;2.11;24.29;24.71;10.83;11.07;1.56;1.60;14.42;188.25;30828108;3249984.50;13.00
2.13;2.40;17.00;36.08;1225.00;2.00;84.22;0.00;70.00;2.50;78.57;2.68;1.87;2.11;24.29;24.71;10.83;11.07;1.56;1.60;14.42;188.25;30828108;3249984.50;13.00
2.13;2.42;17.00;36.08;1225.00;2.00;84.22;0.00;70.00;2.50;78.57;2.68;1.87;2.14;24.29;24.71;10.83;11.07;1.56;1.60;14.42;188.25;30828108;3249984.50;13.00
2.13;2.42;17.00;36.08;1225.00;2.00;84.22;0.00;70.00;2.50;78.57;2.68;1.87;2.14;24.29;24.71;10.83;11.07;1.56;1.60;14.42;188.25;30828108;3249984.50;13.00
2.13;2.42;17.00;36.08;1225.00;2.00;84.22;0.00;70.00;2.50;78.57;2.68;1.87;2.14;24.29;24.71;10.83;11.07;1.56;1.60;14.42;188.25;30828108;3249984.50;13.00
2.25;2.48;23.58;36.08;1150.00;2.00;84.22;0.00;63.00;2.50;78.57;2.96;1.86;2.05;24.29;24.71;10.81;11.05;1.56;1.60;14.44;188.27;30828108;3249984.50;13.00
2.25;2.48;23.58;36.08;1150.00;2.00;84.22;0.00;63.00;2.50;78.57;2.96;1.86;2.05;24.29;24.71;10.81;11.05;1.56;1.60;14.44;188.27;30828108;3249984.50;13.00
2.25;2.48;23.58;36.08;1150.00;2.00;84.22;0.00;63.00;2.50;78.57;2.96;1.86;2.05;24.29;24.71;10.81;11.05;1.56;1.60;14.44;188.27;30828108;3249984.50;13.00
2.25;2.48;23.58;36.08;1150.00;2.00;84.22;0.00;63.00;2.50;78.57;2.96;1.86;2.06;24.29;24.71;10.81;11.05;1.56;1.60;14.44;188.27;30828108;3249984.50;13.00
2.25;2.48;23.58;36.08;1150.00;2.00;84.22;0.00;63.00;2.50;78.57;2.96;1.86;2.06;24.29;24.71;10.81;11.05;1.56;1.60;14.44;188.27;30828108;3249984.50;13.00
2.25;2.48;23.58;36.08;1150.00;2.00;84.22;0.00;63.00;2.50;78.57;2.96;1.86;2.06;24.29;24.71;10.81;11.05;1.56;1.60;14.44;188.27;30828108;3249984.50;13.00
2.38;3.18;17.94;36.08;1125.00;2.00;86.33;0.00;59.00;2.50;78.57;3.26;1.92;2.58;24.29;24.71;10.80;11.04;1.56;1.60;14.46;188.29;30828108;3249984.50;13.00
2.38;3.18;17.94;36.08;1125.00;2.00;86.33;0.00;59.00;2.50;78.57;3.26;1.92;2.58;24.29;24.71;10.80;11.04;1.56;1.60;14.46;188.29;30828108;3249984.50;13.00
2.38;3.18;17.94;36.08;1125.00;2.00;86.33;0.00;59.00;2.50;78.57;3.26;1.92;2.77;24.29;24.71;10.80;11.04;1.56;1.60;14.46;188.29;30828108;3249984.50;13.00
2.38;5.38;17.94;36.08;1125.00;2.00;86.33;0.00;59.00;2.50;78.57;3.26;1.92;4.36;24.29;24.71;10.80;11.04;1.56;1.60;14.46;188.29;30828108;3249984.50;13.00
2.38;5.38;17.94;36.08;1125.00;2.00;86.33;0.00;59.00;2.50;78.57;3.26;1.92;4.36;24.29;24.71;10.80;11.04;1.56;1.60;14.46;188.29;30828108;3249984.50;13.00
2.38;5.38;17.94;36.08;1125.00;2.00;86.33;0.00;59.00;2.50;78.57;3.26;1.92;4.36;24.29;24.71;10.80;11.04;1.56;1.60;14.46;188.29;30828108;3249984.50;13.00
2.38;7.38;15.59;36.08;1125.00;3.00;86.33;3.00;58.00;1.45;78.57;3.32;1.92;5.98;24.30;24.71;10.79;11.03;1.56;1.60;14.49;188.32;30828108;3249984.50;13.00
2.38;7.38;15.59;36.08;1125.00;3.00;86.33;3.00;58.00;1.45;78.57;3.32;1.92;5.98;24.30;24.71;10.79;11.03;1.56;1.60;14.49;188.32;30828108;3249984.50;13.00
2.38;7.35;15.59;36.08;1125.00;3.00;86.33;3.00;58.00;1.45;78.57;3.32;1.92;5.95;24.30;24.71;10.79;11.03;1.56;1.60;14.49;188.32;30828108;3249984.50;13.00
2.38;6.90;15.59;36.08;1125.00;3.00;86.33;3.00;58.00;1.45;78.57;3.32;1.92;5.59;24.30;24.72;10.79;11.03;1.56;1.60;14.49;188.32;30828108;3249984.50;13.00
2.38;6.90;15.59;36.08;1125.00;3.00;86.33;3.00;58.00;1.45;78.57;3.32;1.92;5.59;24.30;24.72;10.79;11.03;1.56;1.60;14.49;188.32;30828108;3249984.50;13.00
2.38;6.90;15.59;36.08;1125.00;3.00;86.33;3.00;58.00;1.45;78.57;3.32;1.92;5.59;24.30;24.72;10.79;11.03;1.56;1.60;14.49;188.32;30828108;3249984.50;13.00
