INJ_OBD;INJ_HW;IGN;IAC;RPM;MAP;ECT;TPS;SPD;O2SENS;AVG SPD;LPK_OBD;LPH_OBD;LPH_INJ;TOTAL_OBD;TOTAL_INJ;AVG_OBD;AVG_INJ;CURR_OBD;CURR_INJ;CURR_RUN;RUN_TOTAL;INJ_CLOSED;CLOSED_DUR;SAVED_FUEL
2.13;2.34;23.11;37.65;1125.00;2.00;80.00;0.00;60.00;2.50;79.18;2.87;1.72;1.90;23.22;23.62;29.74;30.89;0.48;0.50;1.63;175.46;3740056;3005750.50;12.02
2.13;2.34;23.11;37.65;1125.00;2.00;80.00;0.00;60.00;2.50;79.18;2.87;1.72;1.91;23.22;23.62;29.74;30.89;0.48;0.50;1.63;175.46;3740056;3005750.50;12.02
2.13;2.36;23.11;37.65;1125.00;2.00;80.00;0.00;60.00;2.50;79.18;2.87;1.72;1.91;23.22;23.62;29.74;30.89;0.48;0.50;1.63;175.46;3740056;3005750.50;12.02
2.25;2.38;20.29;37.25;1100.00;2.00;80.00;0.00;60.00;2.50;79.18;2.97;1.78;1.88;23.22;23.62;29.38;30.50;0.48;0.50;1.65;175.48;3740056;3005750.50;12.02
2.25;2.38;20.29;37.25;1100.00;2.00;80.00;0.00;60.00;2.50;79.18;2.97;1.78;1.88;23.22;23.62;29.38;30.50;0.48;0.50;1.65;175.48;3740056;3005750.50;12.02
2.25;2.38;20.29;37.25;1100.00;2.00;80.00;0.00;60.00;2.50;79.18;2.97;1.78;1.88;23.22;23.62;29.38;30.50;0.48;0.50;1.65;175.48;3740056;3005750.50;12.02
2.25;2.38;20.29;37.25;1100.00;2.00;80.00;0.00;60.00;2.50;79.18;2.97;1.78;1.88;23.22;23.62;29.38;30.50;0.48;0.50;1.65;175.48;3740056;3005750.50;12.02
2.25;2.38;20.29;37.25;1100.00;2.00;80.00;0.00;60.00;2.50;79.18;2.97;1.78;1.89;23.22;23.62;29.38;30.50;0.48;0.50;1.65;175.48;3740056;3005750.50;12.02
2.25;2.38;20.29;37.25;1100.00;2.00;80.00;0.00;60.00;2.50;79.18;2.97;1.78;1.89;23.22;23.62;29.38;30.50;0.48;0.50;1.65;175.48;3740056;3005750.50;12.02
2.25;2.38;20.29;37.25;1100.00;2.00;80.00;0.00;60.00;2.50;79.18;2.97;1.78;1.89;23.22;23.62;29.38;30.50;0.48;0.50;1.65;175.48;3740056;3005750.50;12.02
2.25;2.38;18.41;37.25;1100.00;2.00;80.00;0.00;60.00;2.50;79.17;2.97;1.78;1.88;23.22;23.62;29.03;30.13;0.48;0.50;1.67;175.50;3740056;3005750.50;12.02
2.25;2.38;18.41;37.25;1100.00;2.00;80.00;0.00;60.00;2.50;79.17;2.97;1.78;1.88;23.22;23.62;29.03;30.13;0.48;0.50;1.67;175.50;3740056;3005750.50;12.02
2.25;2.38;18.41;37.25;1100.00;2.00;80.00;0.00;60.00;2.50;79.17;2.97;1.78;1.88;23.22;23.62;29.03;30.13;0.48;0.50;1.67;175.50;3740056;3005750.50;12.02
2.25;2.39;18.41;37.25;1100.00;2.00;80.00;0.00;60.00;2.50;79.17;2.97;1.78;1.89;23.22;23.62;29.03;30.13;0.48;0.50;1.67;175.50;3740056;3005750.50;12.02
2.25;2.40;18.41;37.25;1100.00;2.00;80.00;0.00;60.00;2.50;79.17;2.97;1.78;1.90;23.22;23.62;29.03;30.13;0.48;0.50;1.67;175.50;3740056;3005750.50;12.02
2.25;2.40;18.41;37.25;1100.00;2.00;80.00;0.00;60.00;2.50;79.17;2.97;1.78;1.90;23.22;23.62;29.03;30.13;0.48;0.50;1.67;175.50;3740056;3005750.50;12.02
2.25;2.40;18.41;37.25;1100.00;2.00;80.00;0.00;60.00;2.50;79.17;2.97;1.78;1.90;23.22;23.62;29.03;30.13;0.48;0.50;1.67;175.50;3740056;3005750.50;12.02
2.25;2.40;18.41;37.25;1100.00;2.00;80.00;0.00;60.00;2.50;79.17;2.97;1.78;1.90;23.22;23.62;29.03;30.13;0.48;0.50;1.67;175.50;3740056;3005750.50;12.02
2.25;2.40;18.41;37.25;1100.00;2.00;80.00;0.00;60.00;2.50;79.17;2.97;1.78;1.90;23.22;23.62;29.03;30.13;0.48;0.50;1.67;175.50;3740056;3005750.50;12.02
2.25;2.40;15.59;37.25;1125.00;2.00;82.11;0.00;61.00;2.50;79.17;2.99;1.82;1.95;23.22;23.62;28.68;29.79;0.49;0.50;1.69;175.52;3740056;3005750.50;12.02
2.25;2.40;15.59;37.25;1125.00;2.00;82.11;0.00;61.00;2.50;79.17;2.99;1.82;1.95;23.22;23.62;28.68;29.79;0.49;0.50;1.69;175.52;3740056;3005750.50;12.02
2.25;2.40;15.59;37.25;1125.00;2.00;82.11;0.00;61.00;2.50;79.17;2.99;1.82;1.95;23.22;23.62;28.68;29.79;0.49;0.50;1.69;175.52;3740056;3005750.50;12.02
2.25;2.36;15.59;37.25;1125.00;2.00;82.11;0.00;61.00;2.50;79.17;2.99;1.82;1.91;23.22;23.62;28.68;29.79;0.49;0.50;1.69;175.52;3740056;3005750.50;12.02
2.25;2.36;15.59;37.25;1125.00;2.00;82.11;0.00;61.00;2.50;79.17;2.99;1.82;1.91;23.22;23.62;28.68;29.79;0.49;0.50;1.69;175.52;3740056;3005750.50;12.02
2.25;2.36;15.59;37.25;1125.00;2.00;82.11;0.00;61.00;2.50;79.17;2.99;1.82;1.91;23.22;23.62;28.68;29.79;0.49;0.50;1.69;175.52;3740056;3005750.50;12.02
2.25;2.40;16.06;37.25;1125.00;2.00;82.11;0.00;61.00;2.50;79.17;2.99;1.82;1.94;23.22;23.62;28.34;29.43;0.49;0.50;1.72;175.55;3740056;3005750.50;12.02
2.25;2.40;16.06;37.25;1125.00;2.00;82.11;0.00;61.00;2.50;79.17;2.99;1.82;1.94;23.22;23.62;28.34;29.43;0.49;0.50;1.72;175.55;3740056;3005750.50;12.02
2.25;2.40;16.06;37.25;1125.00;2.00;82.11;0.00;61.00;2.50;79.17;2.99;1.82;1.94;23.22;23.62;28.34;29.43;0.49;0.50;1.72;175.55;3740056;3005750.50;12.02
2.25;2.40;16.06;37.25;1125.00;2.00;82.11;0.00;61.00;2.50;79.17;2.99;1.82;1.94;23.22;23.62;28.34;29.43;0.49;0.51;1.72;175.55;3740056;3005750.50;12.02
2.25;2.40;16.06;37.25;1125.00;2.00;82.11;0.00;61.00;2.50;79.17;2.99;1.82;1.94;23.22;23.62;28.34;29.43;0.49;0.51;1.72;175.55;3740056;3005750.50;12.02
2.25;2.40;16.06;37.25;1125.00;2.00;82.11;0.00;61.00;2.50;79.17;2.99;1.82;1.94;23.22;23.62;28.34;29.43;0.49;0.51;1.72;175.55;3740056;3005750.50;12.02
2.25;2.37;19.35;37.25;1125.00;2.00;82.11;0.00;62.00;2.50;79.16;2.94;1.82;1.92;23.22;23.62;28.00;29.07;0.49;0.51;1.74;175.57;3740056;3005750.50;12.02
2.25;2.37;19.35;37.25;1125.00;2.00;82.11;0.00;62.00;2.50;79.16;2.94;1.82;1.92;23.22;23.62;28.00;29.07;0.49;0.51;1.74;175.57;3740056;3005750.50;12.02
2.25;2.37;19.35;37.25;1125.00;2.00;82.11;0.00;62.00;2.50;79.16;2.94;1.82;1.92;23.22;23.62;28.00;29.07;0.49;0.51;1.74;175.57;3740056;3005750.50;12.02
2.25;2.35;19.35;37.25;1125.00;2.00;82.11;0.00;62.00;2.50;79.16;2.94;1.82;1.91;23.22;23.62;28.00;29.07;0.49;0.51;1.74;175.57;3740056;3005750.50;12.02
2.25;2.36;19.35;37.25;1125.00;2.00;82.11;0.00;62.00;2.50;79.16;2.94;1.82;1.91;23.22;23.62;28.00;29.07;0.49;0.51;1.74;175.57;3740056;3005750.50;12.02
2.25;2.36;19.35;37.25;1125.00;2.00;82.11;0.00;62.00;2.50;79.16;2.94;1.82;1.91;23.22;23.62;28.00;29.07;0.49;0.51;1.74;175.57;3740056;3005750.50;12.02
2.25;2.35;19.35;37.25;1125.00;2.00;82.11;0.00;62.00;2.50;79.16;2.94;1.82;1.90;23.22;23.62;28.00;29.07;0.49;0.51;1.74;175.57;3740056;3005750.50;12.02
2.25;2.35;19.35;37.25;1125.00;2.00;82.11;0.00;62.00;2.50;79.16;2.94;1.82;1.90;23.22;23.62;28.00;29.07;0.49;0.51;1.74;175.57;3740056;3005750.50;12.02
2.25;2.35;19.35;37.25;1125.00;2.00;82.11;0.00;62.00;2.50;79.16;2.94;1.82;1.90;23.22;23.62;28.00;29.07;0.49;0.51;1.74;175.57;3740056;3005750.50;12.02
2.25;2.39;16.06;37.25;1150.00;2.00;82.11;0.00;62.00;2.50;79.16;3.00;1.86;1.98;23.22;23.62;27.68;28.75;0.49;0.51;1.76;175.59;3740056;3005750.50;12.02
2.25;2.39;16.06;37.25;1150.00;2.00;82.11;0.00;62.00;2.50;79.16;3.00;1.86;1.98;23.22;23.62;27.68;28.75;0.49;0.51;1.76;175.59;3740056;3005750.50;12.02
2.25;2.39;16.06;37.25;1150.00;2.00;82.11;0.00;62.00;2.50;79.16;3.00;1.86;1.98;23.22;23.62;27.68;28.75;0.49;0.51;1.76;175.59;3740056;3005750.50;12.02
2.25;2.38;16.06;37.25;1150.00;2.00;82.11;0.00;62.00;2.50;79.16;3.00;1.86;1.97;23.22;23.62;27.68;28.75;0.49;0.51;1.76;175.59;3740056;3005750.50;12.02
2.25;2.38;16.06;37.25;1150.00;2.00;82.11;0.00;62.00;2.50;79.16;3.00;1.86;1.97;23.22;23.62;27.68;28.75;0.49;0.51;1.76;175.59;3740056;3005750.50;12.02
2.25;2.38;16.06;37.25;1150.00;2.00;82.11;0.00;62.00;2.50;79.16;3.00;1.86;1.97;23.22;23.62;27.68;28.75;0.49;0.51;1.76;175.59;3740056;3005750.50;12.02
2.25;2.39;18.41;37.25;1150.00;2.00;82.11;0.00;63.00;2.50;79.16;2.96;1.86;1.98;23.22;23.62;27.35;28.41;0.49;0.51;1.78;175.62;3740056;3005750.50;12.02
2.25;2.39;18.41;37.25;1150.00;2.00;82.11;0.00;63.00;2.50;79.16;2.96;1.86;1.98;23.22;23.62;27.35;28.41;0.49;0.51;1.78;175.62;3740056;3005750.50;12.02
2.25;2.39;18.41;37.25;1150.00;2.00;82.11;0.00;63.00;2.50;79.16;2.96;1.86;1.98;23.22;23.62;27.35;28.41;0.49;0.51;1.78;175.62;3740056;3005750.50;12.02
2.25;2.34;18.41;37.25;1150.00;2.00;82.11;0.00;63.00;2.50;79.16;2.96;1.86;1.94;23.22;23.62;27.35;28.41;0.49;0.51;1.78;175.62;3740056;3005750.50;12.02
2.25;2.34;18.41;37.25;1150.00;2.00;82.11;0.00;63.00;2.50;79.16;2.96;1.86;1.94;23.22;23.62;27.35;28.41;0.49;0.51;1.78;175.62;3740056;3005750.50;12.02
2.25;2.34;18.41;37.25;1150.00;2.00;82.11;0.00;63.00;2.50;79.16;2.96;1.86;1.94;23.22;23.62;27.35;28.41;0.49;0.51;1.78;175.62;3740056;3005750.50;12.02
2.25;2.34;16.06;37.25;1150.00;2.00;82.11;0.00;65.00;2.50;79.15;2.87;1.86;1.94;23.22;23.62;27.03;28.06;0.49;0.51;1.81;175.64;3740056;3005750.50;12.02
2.25;2.34;16.06;37.25;1150.00;2.00;82.11;0.00;65.00;2.50;79.15;2.87;1.86;1.94;23.22;23.62;27.03;28.06;0.49;0.51;1.81;175.64;3740056;3005750.50;12.02
2.25;2.34;16.06;37.25;1150.00;2.00;82.11;0.00;65.00;2.50;79.15;2.87;1.86;1.94;23.22;23.62;27.03;28.06;0.49;0.51;1.81;175.64;3740056;3005750.50;12.02
2.25;2.33;16.06;37.25;1150.00;2.00;82.11;0.00;65.00;2.50;79.15;2.87;1.86;1.93;23.22;23.62;27.03;28.06;0.49;0.51;1.81;175.64;3740056;3005750.50;12.02
2.25;2.32;16.06;37.25;1150.00;2.00;82.11;0.00;65.00;2.50;79.15;2.87;1.86;1.92;23.22;23.62;27.03;28.06;0.49;0.51;1.81;175.64;3740056;3005750.50;12.02
2.25;2.32;16.06;37.25;1150.00;2.00;82.11;0.00;65.00;2.50;79.15;2.87;1.86;1.92;23.22;23.62;27.03;28.06;0.49;0.51;1.81;175.64;3740056;3005750.50;12.02
2.25;2.36;16.06;37.25;1150.00;2.00;82.11;0.00;65.00;2.50;79.15;2.87;1.86;1.95;23.22;23.62;27.03;28.06;0.49;0.51;1.81;175.64;3740056;3005750.50;12.02
2.25;2.36;16.06;37.25;1150.00;2.00;82.11;0.00;65.00;2.50;79.15;2.87;1.86;1.96;23.22;23.62;27.03;28.06;0.49;0.51;1.81;175.64;3740056;3005750.50;12.02
2.25;2.36;16.06;37.25;1150.00;2.00;82.11;0.00;65.00;2.50;79.15;2.87;1.86;1.96;23.22;23.62;27.03;28.06;0.49;0.51;1.81;175.64;3740056;3005750.50;12.02
2.25;2.36;16.06;37.25;1150.00;2.00;82.11;0.00;65.00;2.50;79.15;2.87;1.86;1.96;23.22;23.62;26.71;27.75;0.49;0.51;1.83;175.66;3740056;3005750.50;12.02
2.25;2.36;16.06;37.25;1150.00;2.00;82.11;0.00;65.00;2.50;79.15;2.87;1.86;1.94;23.22;23.62;26.71;27.75;0.49;0.51;1.83;175.66;3740056;3005750.50;12.02
2.25;2.34;16.06;37.25;1150.00;2.00;82.11;0.00;65.00;2.50;79.15;2.87;1.86;1.94;23.22;23.62;26.71;27.75;0.49;0.51;1.83;175.66;3740056;3005750.50;12.02
2.25;2.33;16.06;37.25;1150.00;2.00;82.11;0.00;65.00;2.50;79.15;2.87;1.86;1.93;23.22;23.62;26.71;27.75;0.49;0.51;1.83;175.66;3740056;3005750.50;12.02
2.25;2.33;16.06;37.25;1150.00;2.00;82.11;0.00;65.00;2.50;79.15;2.87;1.86;1.91;23.22;23.62;26.71;27.75;0.49;0.51;1.83;175.66;3740056;3005750.50;12.02
2.25;2.30;16.06;37.25;1150.00;2.00;82.11;0.00;65.00;2.50;79.15;2.87;1.86;1.91;23.22;23.62;26.71;27.75;0.49;0.51;1.83;175.66;3740056;3005750.50;12.02
2.25;2.34;16.53;37.25;1200.00;2.00;82.11;0.00;67.00;2.50;79.15;2.90;1.94;2.02;23.22;23.63;26.39;27.41;0.49;0.51;1.86;175.69;3740056;3005750.50;12.02
2.25;2.34;16.53;37.25;1200.00;2.00;82.11;0.00;67.00;2.50;79.15;2.90;1.94;2.02;23.22;23.63;26.39;27.41;0.49;0.51;1.86;175.69;3740056;3005750.50;12.02
2.25;2.34;16.53;37.25;1200.00;2.00;82.11;0.00;67.00;2.50;79.15;2.90;1.94;2.02;23.22;23.63;26.39;27.41;0.49;0.51;1.86;175.69;3740056;3005750.50;12.02
2.25;2.36;16.53;37.25;1200.00;2.00;82.11;0.00;67.00;2.50;79.15;2.90;1.94;2.04;23.22;23.63;26.39;27.41;0.49;0.51;1.86;175.69;3740056;3005750.50;12.02
2.25;2.36;16.53;37.25;1200.00;2.00;82.11;0.00;67.00;2.50;79.15;2.90;1.94;2.04;23.22;23.63;26.39;27.41;0.49;0.51;1.86;175.69;3740056;3005750.50;12.02
2.25;2.36;16.53;37.25;1200.00;2.00;82.11;0.00;67.00;2.50;79.15;2.90;1.94;2.04;23.22;23.63;26.39;27.41;0.49;0.51;1.86;175.69;3740056;3005750.50;12.02
2.25;2.36;17.47;37.25;1175.00;2.00;82.11;0.00;67.00;2.50;79.15;2.84;1.90;1.99;23.22;23.63;26.08;27.08;0.49;0.51;1.88;175.71;3740056;3005750.50;12.02
2.25;2.36;17.47;37.25;1175.00;2.00;82.11;0.00;67.00;2.50;79.15;2.84;1.90;2.00;23.22;23.63;26.08;27.08;0.49;0.51;1.88;175.71;3740056;3005750.50;12.02
2.25;2.36;17.47;37.25;1175.00;2.00;82.11;0.00;67.00;2.50;79.15;2.84;1.90;2.00;23.22;23.63;26.08;27.08;0.49;0.51;1.88;175.71;3740056;3005750.50;12.02
2.25;2.31;17.47;37.25;1175.00;2.00;82.11;0.00;67.00;2.50;79.15;2.84;1.90;1.96;23.22;23.63;26.08;27.08;0.49;0.51;1.88;175.71;3740056;3005750.50;12.02
2.25;2.31;17.47;37.25;1175.00;2.00;82.11;0.00;67.00;2.50;79.15;2.84;1.90;1.96;23.22;23.63;26.08;27.08;0.49;0.51;1.88;175.71;3740056;3005750.50;12.02
2.25;2.31;17.47;37.25;1175.00;2.00;82.11;0.00;67.00;2.50;79.15;2.84;1.90;1.96;23.22;23.63;26.08;27.08;0.49;0.51;1.88;175.71;3740056;3005750.50;12.02
2.25;2.30;17.47;37.25;1175.00;2.00;82.11;0.00;67.00;2.50;79.15;2.84;1.90;1.95;23.22;23.63;26.08;27.08;0.49;0.51;1.88;175.71;3740056;3005750.50;12.02
2.25;2.30;17.47;37.25;1175.00;2.00;82.11;0.00;67.00;2.50;79.15;2.84;1.90;1.95;23.22;23.63;26.08;27.08;0.49;0.51;1.88;175.71;3740056;3005750.50;12.02
2.25;2.30;17.47;37.25;1175.00;2.00;82.11;0.00;67.00;2.50;79.15;2.84;1.90;1.95;23.22;23.63;26.08;27.08;0.49;0.51;1.88;175.71;3740056;3005750.50;12.02
2.25;2.35;16.53;37.25;1225.00;2.00;84.22;0.00;68.00;2.50;79.15;2.92;1.98;2.07;23.22;23.63;25.77;26.78;0.49;0.51;1.91;175.74;3740056;3005750.50;12.02
2.25;2.35;16.53;37.25;1225.00;2.00;84.22;0.00;68.00;2.50;79.15;2.92;1.98;2.07;23.22;23.63;25.77;26.78;0.49;0.51;1.91;175.74;3740056;3005750.50;12.02
2.25;2.35;16.53;37.25;1225.00;2.00;84.22;0.00;68.00;2.50;79.15;2.92;1.98;2.07;23.22;23.63;25.77;26.78;0.49;0.51;1.91;175.74;3740056;3005750.50;12.02
2.25;2.34;16.53;37.25;1225.00;2.00;84.22;0.00;68.00;2.50;79.15;2.92;1.98;2.07;23.22;23.63;25.77;26.78;0.49;0.51;1.91;175.74;3740056;3005750.50;12.02
2.25;2.34;16.53;37.25;1225.00;2.00;84.22;0.00;68.00;2.50;79.15;2.92;1.98;2.07;23.22;23.63;25.77;26.78;0.49;0.51;1.91;175.74;3740056;3005750.50;12.02
2.25;2.34;16.53;37.25;1225.00;2.00;84.22;0.00;68.00;2.50;79.15;2.92;1.98;2.07;23.22;23.63;25.77;26.78;0.49;0.51;1.91;175.74;3740056;3005750.50;12.02
2.25;2.28;17.94;37.25;1225.00;2.00;84.22;0.00;68.00;2.50;79.14;2.92;1.98;2.01;23.22;23.63;25.48;26.46;0.49;0.51;1.93;175.76;3740056;3005750.50;12.02
2.25;2.28;17.94;37.25;1225.00;2.00;84.22;0.00;68.00;2.50;79.14;2.92;1.98;2.01;23.22;23.63;25.48;26.46;0.49;0.51;1.93;175.76;3740056;3005750.50;12.02
2.25;2.28;17.94;37.25;1225.00;2.00;84.22;0.00;68.00;2.50;79.14;2.92;1.98;2.01;23.22;23.63;25.48;26.46;0.49;0.51;1.93;175.76;3740056;3005750.50;12.02
2.25;2.32;17.94;37.25;1225.00;2.00;84.22;0.00;68.00;2.50;79.14;2.92;1.98;2.05;23.22;23.63;25.48;26.46;0.49;0.51;1.93;175.76;3740056;3005750.50;12.02
2.25;2.32;17.94;37.25;1225.00;2.00;84.22;0.00;68.00;2.50;79.14;2.92;1.98;2.05;23.22;23.63;25.48;26.46;0.49;0.51;1.93;175.76;3740056;3005750.50;12.02
2.25;2.32;17.94;37.25;1225.00;2.00;84.22;0.00;68.00;2.50;79.14;2.92;1.98;2.05;23.22;23.63;25.48;26.46;0.49;0.51;1.93;175.76;3740056;3005750.50;12.02
2.13;2.33;17.00;37.25;1250.00;2.00;84.22;0.00;69.00;2.50;79.14;2.77;1.91;2.10;23.23;23.63;25.18;26.14;0.49;0.51;1.96;175.79;3740056;3005750.50;12.02
2.13;2.33;17.00;37.25;1250.00;2.00;84.22;0.00;69.00;2.50;79.14;2.77;1.91;2.10;23.23;23.63;25.18;26.14;0.49;0.51;1.96;175.79;3740056;3005750.50;12.02
2.13;2.33;17.00;37.25;1250.00;2.00;84.22;0.00;69.00;2.50;79.14;2.77;1.91;2.10;23.23;23.63;25.18;26.14;0.49;0.51;1.96;175.79;3740056;3005750.50;12.02
2.13;2.29;17.00;37.25;1250.00;2.00;84.22;0.00;69.00;2.50;79.14;2.77;1.91;2.06;23.23;23.63;25.18;26.14;0.49;0.51;1.96;175.79;3740056;3005750.50;12.02
2.13;2.29;17.00;37.25;1250.00;2.00;84.22;0.00;69.00;2.50;79.14;2.77;1.91;2.06;23.23;23.63;25.18;26.14;0.49;0.51;1.96;175.79;3740056;3005750.50;12.02
2.13;2.29;17.00;37.25;1250.00;2.00;84.22;0.00;69.00;2.50;79.14;2.77;1.91;2.06;23.23;23.63;25.18;26.14;0.49;0.51;1.96;175.79;3740056;3005750.50;12.02
2.13;2.28;17.00;37.25;1250.00;2.00;84.22;0.00;69.00;2.50;79.14;2.77;1.91;2.05;23.23;23.63;25.18;26.14;0.49;0.51;1.96;175.79;3740056;3005750.50;12.02
2.13;2.28;17.00;37.25;1250.00;2.00;84.22;0.00;69.00;2.50;79.14;2.77;1.91;2.05;23.23;23.63;25.18;26.14;0.49;0.51;1.96;175.79;3740056;3005750.50;12.02
2.13;2.28;17.00;37.25;1250.00;2.00;84.22;0.00;69.00;2.50;79.14;2.77;1.91;2.05;23.23;23.63;25.18;26.14;0.49;0.51;1.96;175.79;3740056;3005750.50;12.02
2.25;2.29;17.00;37.25;1250.00;2.00;84.22;0.00;70.00;2.50;79.14;2.89;2.03;2.06;23.23;23.63;24.89;25.86;0.49;0.51;1.98;175.81;3740056;3005750.50;12.02
2.25;2.29;17.00;37.25;1250.00;2.00;84.22;0.00;70.00;2.50;79.14;2.89;2.03;2.06;23.23;23.63;24.89;25.86;0.49;0.51;1.98;175.81;3740056;3005750.50;12.02
2.25;2.29;17.00;37.25;1250.00;2.00;84.22;0.00;70.00;2.50;79.14;2.89;2.03;2.06;23.23;23.63;24.89;25.86;0.49;0.51;1.98;175.81;3740056;3005750.50;12.02
2.25;2.30;17.00;37.25;1250.00;2.00;84.22;0.00;70.00;2.50;79.14;2.89;2.03;2.07;23.23;23.63;24.89;25.86;0.49;0.51;1.98;175.81;3740056;3005750.50;12.02
2.25;2.30;17.00;37.25;1250.00;2.00;84.22;0.00;70.00;2.50;79.14;2.89;2.03;2.07;23.23;23.63;24.89;25.86;0.49;0.51;1.98;175.81;3740056;3005750.50;12.02
2.25;2.30;17.00;37.25;1250.00;2.00;84.22;0.00;70.00;2.50;79.14;2.89;2.03;2.07;23.23;23.63;24.89;25.86;0.49;0.51;1.98;175.81;3740056;3005750.50;12.02
2.13;2.30;17.00;37.25;1250.00;2.00;84.22;0.00;70.00;2.50;79.14;2.73;1.91;2.07;23.23;23.63;24.60;25.56;0.49;0.51;2.01;175.84;3740056;3005750.50;12.02
2.13;2.30;17.00;37.25;1250.00;2.00;84.22;0.00;70.00;2.50;79.14;2.73;1.91;2.07;23.23;23.63;24.60;25.56;0.49;0.51;2.01;175.84;3740056;3005750.50;12.02
2.13;2.30;17.00;37.25;1250.00;2.00;84.22;0.00;70.00;2.50;79.14;2.73;1.91;2.07;23.23;23.63;24.60;25.56;0.49;0.51;2.01;175.84;3740056;3005750.50;12.02
2.13;2.25;17.00;37.25;1250.00;2.00;84.22;0.00;70.00;2.50;79.14;2.73;1.91;2.03;23.23;23.63;24.60;25.56;0.49;0.51;2.01;175.84;3740056;3005750.50;12.02
2.13;2.25;17.00;37.25;1250.00;2.00;84.22;0.00;70.00;2.50;79.14;2.73;1.91;2.03;23.23;23.63;24.60;25.56;0.49;0.51;2.01;175.84;3740056;3005750.50;12.02
2.13;2.25;17.00;37.25;1250.00;2.00;84.22;0.00;70.00;2.50;79.14;2.73;1.91;2.03;23.23;23.63;24.60;25.56;0.49;0.51;2.01;175.84;3740056;3005750.50;12.02
2.13;2.24;17.47;37.25;1300.00;2.00;84.22;0.00;72.00;2.50;79.14;2.76;1.99;2.10;23.23;23.63;24.31;25.25;0.50;0.51;2.04;175.87;3740056;3005750.50;12.02
2.13;2.24;17.47;37.25;1300.00;2.00;84.22;0.00;72.00;2.50;79.14;2.76;1.99;2.10;23.23;23.63;24.31;25.25;0.50;0.51;2.04;175.87;3740056;3005750.50;12.02
2.13;2.24;17.47;37.25;1300.00;2.00;84.22;0.00;72.00;2.50;79.14;2.76;1.99;2.10;23.23;23.63;24.31;25.25;0.50;0.51;2.04;175.87;3740056;3005750.50;12.02
2.13;2.23;17.47;37.25;1300.00;2.00;84.22;0.00;72.00;2.50;79.14;2.76;1.99;2.09;23.23;23.63;24.31;25.25;0.50;0.51;2.04;175.87;3740056;3005750.50;12.02
2.13;2.23;17.47;37.25;1300.00;2.00;84.22;0.00;72.00;2.50;79.14;2.76;1.99;2.09;23.23;23.63;24.31;25.25;0.50;0.51;2.04;175.87;3740056;3005750.50;12.02
2.13;2.23;17.47;37.25;1300.00;2.00;84.22;0.00;72.00;2.50;79.14;2.76;1.99;2.09;23.23;23.63;24.31;25.25;0.50;0.51;2.04;175.87;3740056;3005750.50;12.02
2.13;2.26;17.47;37.25;1300.00;2.00;84.22;0.00;72.00;2.50;79.14;2.76;1.99;2.12;23.23;23.63;24.31;25.25;0.50;0.51;2.04;175.87;3740056;3005750.50;12.02
2.13;2.26;17.47;37.25;1300.00;2.00;84.22;0.00;72.00;2.50;79.14;2.76;1.99;2.12;23.23;23.63;24.31;25.25;0.50;0.51;2.04;175.87;3740056;3005750.50;12.02
2.13;2.26;17.47;37.25;1300.00;2.00;84.22;0.00;72.00;2.50;79.14;2.76;1.99;2.12;23.23;23.63;24.31;25.25;0.50;0.51;2.04;175.87;3740056;3005750.50;12.02
2.13;6.32;17.47;37.25;1300.00;2.00;84.22;0.00;72.00;2.50;79.14;2.76;1.99;5.92;23.23;23.63;24.04;24.98;0.50;0.52;2.06;175.89;3740056;3005750.50;12.02
2.13;7.81;17.47;37.25;1300.00;2.00;84.22;0.00;72.00;2.50;79.14;2.76;1.99;7.31;23.23;23.63;24.04;24.98;0.50;0.52;2.06;175.89;3740056;3005750.50;12.02
2.13;7.81;17.47;37.25;1300.00;2.00;84.22;0.00;72.00;2.50;79.14;2.76;1.99;7.31;23.23;23.63;24.04;24.98;0.50;0.52;2.06;175.89;3740056;3005750.50;12.02
2.13;8.18;17.47;37.25;1300.00;2.00;84.22;0.00;72.00;2.50;79.14;2.76;1.99;7.66;23.23;23.63;24.04;24.98;0.50;0.52;2.06;175.89;3740056;3005750.50;12.02
2.13;8.18;17.47;37.25;1300.00;2.00;84.22;0.00;72.00;2.50;79.14;2.76;1.99;7.66;23.23;23.63;24.04;24.98;0.50;0.52;2.06;175.89;3740056;3005750.50;12.02
2.13;8.18;17.47;37.25;1300.00;2.00;84.22;0.00;72.00;2.50;79.14;2.76;1.99;7.66;23.23;23.63;24.04;24.98;0.50;0.52;2.06;175.89;3740056;3005750.50;12.02
2.63;2.40;-3.21;37.25;1600.00;13.00;84.22;13.00;73.00;1.76;79.14;4.14;3.02;2.76;23.23;23.63;23.78;24.77;0.50;0.52;2.09;175.92;3740056;3005750.50;12.02
2.63;2.40;-3.21;37.25;1600.00;13.00;84.22;13.00;73.00;1.76;79.14;4.14;3.02;2.76;23.23;23.63;23.78;24.77;0.50;0.52;2.09;175.92;3740056;3005750.50;12.02
2.63;2.40;-3.21;37.25;1600.00;13.00;84.22;13.00;73.00;1.76;79.14;4.14;3.02;2.76;23.23;23.63;23.78;24.77;0.50;0.52;2.09;175.92;3740056;3005750.50;12.02
2.63;2.17;-3.21;37.25;1600.00;13.00;84.22;13.00;73.00;1.76;79.14;4.14;3.02;2.50;23.23;23.64;23.78;24.77;0.50;0.52;2.09;175.92;3740056;3005750.50;12.02
